name,address,city,zip_code,country,phone,additional_phone,email,website,facebook,instagram,category,score,ratings,opening_hours,is_temporarily_closed,is_permanently_closed,lat,lng,url,description,price,menu,booking_link,popular_times,special_category,has_owner,about,poi
De la Tour,"6 Rue Desaix, 75015 Paris, France",Paris,75015,France,+33143060424,,,http://www.restaurant-delatour.fr/,,,"Restaurant, French restaurant",4.8,1495,"Friday 12–2:30 PM 7–10:30 PM, Saturday Closed, Sunday Closed, Monday 12–2:30 PM 7–10:30 PM, Tuesday 12–2:30 PM 7–10:30 PM, Wednesday 12–2:30 PM 7–10:30 PM, Thursday 12–2:30 PM 7–10:30 PM",False,False,48.8544716,2.2949214,https://www.google.com/maps/place/De%2Bla%2BTour/data=!4m6!3m5!1s0x47e6701e8b8f19fd:0xd3865a2a8d2f5d14!8m2!3d48.85447!4d2.29492!19sChIJ_RmPix5w5kcRFF0vjSpahtM?authuser=0&hl=en&rclk=1,Classic French food & wine in a popular family-run bistro with wood floors & white tablecloths.,,,,,,True,,
La Scène,"32 Av. Matignon, 75008 Paris, France",Paris,75008,France,+33142650561,,,https://www.la-scene.paris/,,,Haute French restaurant,4.8,892,"Friday 12:30–1:30 PM 7:30–9 PM, Saturday Closed, Sunday Closed, Monday 12:30–1:30 PM 7:30–9 PM, Tuesday 12:30–1:30 PM 7:30–9 PM, Wednesday 12:30–1:30 PM 7:30–9 PM, Thursday 12:30–1:30 PM 7:30–9 PM",False,False,48.872063399999995,2.3145637,https://www.google.com/maps/place/La%2BSc%C3%A8ne/data=!4m6!3m5!1s0x47e66f8ebe4bcd17:0x5a53b697014b80df!8m2!3d48.87206!4d2.31456!19sChIJF81Lvo5v5kcR34BLAZe2U1o?authuser=0&hl=en&rclk=1,"Warm, stylish restaurant plating an acclaimed chef's refined, modern French fare & tasting menus.",Very expensive,,,,,True,,
L'Ardoise,"28 Rue du Mont Thabor, 75001 Paris, France",Paris,75001,France,+33142962818,,,http://lardoise-paris.com/,,,"French restaurant, Bistro",4.4,607,"Friday 12–2:30 PM 6:30–11 PM, Saturday 12–2:30 PM 6:30–11 PM, Sunday Closed, Monday Closed, Tuesday 12–2:30 PM 6:30–11 PM, Wednesday 12–2:30 PM 6:30–11 PM, Thursday 12–2:30 PM 6:30–11 PM",False,False,48.866366299999996,2.326915,https://www.google.com/maps/place/L%27Ardoise/data=!4m6!3m5!1s0x47e66e2d8cb8421f:0xac76aad77cee909!8m2!3d48.86637!4d2.32692!19sChIJH0K4jC1u5kcRCenOd61qxwo?authuser=0&hl=en&rclk=1,"Refined dishes with a focus on seasonality, plus set menu options, in a cozy bistro setting.",Moderately expensive,,,,,False,,
Restaurant Guy Savoy,"Monnaie de Paris, 11 Quai de Conti, 75006 Paris, France",Paris,75006,France,+33143804061,,,http://www.guysavoy.com/,,,"Haute French restaurant, French restaurant",4.6,1567,"Friday 12–1:30 PM 7–10 PM, Saturday 12–1:30 PM 7–10 PM, Sunday Closed, Monday Closed, Tuesday Closed, Wednesday 12–1:30 PM 7–10 PM, Thursday 12–1:30 PM 7–10 PM",False,False,48.8567046,2.3391490999999998,https://www.google.com/maps/place/Restaurant%2BGuy%2BSavoy/data=!4m6!3m5!1s0x47e66fec9f9184eb:0x240145c04a25b01f!8m2!3d48.8567!4d2.33915!19sChIJ64SRn-xv5kcRH7AlSsBFASQ?authuser=0&hl=en&rclk=1,"Sophisticated restaurant offering high-concept a la carte & fixed-price menus, plus wine pairings.",Very expensive,,https://www.guysavoy.com/,,,True,,
La Galerie,"31 Av. George V, 75008 Paris, France",Paris,75008,France,+33149527006,,,https://www.fourseasons.com/paris/dining/lounges/la_galerie/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-par-fab-mid-seo-na&utm_content=na-na&utm_term=na,,,"Restaurant, Breakfast restaurant, Buffet restaurant, Family restaurant, Fine dining restaurant, French restaurant, Tea house",4.8,481,"Friday 8 AM–11 PM, Saturday 8 AM–11 PM, Sunday 8 AM–11 PM, Monday 8 AM–11 PM, Tuesday 8 AM–11 PM, Wednesday 8 AM–11 PM, Thursday 8 AM–11 PM",False,False,48.8687872,2.3008185,https://www.google.com/maps/place/La%2BGalerie/data=!4m6!3m5!1s0x47e66fc29db0d659:0x90dde128c2c4804b!8m2!3d48.86879!4d2.30082!19sChIJWdawncJv5kcRS4DEwijh3ZA?authuser=0&hl=en&rclk=1,,Very expensive,,https://www.opentable.fr/restref/client/?restref=325629&lang=fr-FR&ot_source=Restaurant%20website&corrid=b18534de-4988-4b1c-8a01-ec877d68beb7,,,True,,
Le Poulpry,"12 Rue de Poitiers, 75007 Paris, France",Paris,75007,France,+33149547454,,,http://www.restaurant-lepoulpry.com/,,,"Fine dining restaurant, French restaurant",4.5,151,"Friday 12–2 PM 7:30–9:30 PM, Saturday Closed, Sunday Closed, Monday 12–2 PM 7:30–9:30 PM, Tuesday 12–2 PM 7:30–9:30 PM, Wednesday 12–2 PM 7:30–9:30 PM, Thursday 12–2 PM 7:30–9:30 PM",False,False,48.858826,2.3259768999999997,https://www.google.com/maps/place/Le%2BPoulpry/data=!4m6!3m5!1s0x47e66e2a4b886fa7:0xbcf619ad6fb8acd1!8m2!3d48.85883!4d2.32598!19sChIJp2-ISypu5kcR0ay4b60Z9rw?authuser=0&hl=en&rclk=1,High-end traditional dishes in a white-tablecloth institution set in a 300-year-old mansion.,Expensive,,http://www.restaurant-lepoulpry.com/,,,True,,
Le Marais Restaurant Paris,"47 R. de Turbigo, 75003 Paris, France",Paris,75003,France,+33987360913,,,https://www.privateaser.com/lieu/44897-le-marais-restaurant,,,Mediterranean restaurant,4.5,1457,"Friday 9 AM–12 AM, Saturday 9 AM–1 AM, Sunday 9 AM–12 AM, Monday 9 AM–12 AM, Tuesday 9 AM–12 AM, Wednesday 9 AM–12 AM, Thursday 9 AM–12 AM",False,False,48.865137999999995,2.3540023,https://www.google.com/maps/place/Le%2BMarais%2BRestaurant%2BParis/data=!4m6!3m5!1s0x47e66ff993d48ed1:0x67566da1302e03c5!8m2!3d48.86514!4d2.354!19sChIJ0Y7Uk_lv5kcRxQMuMKFtVmc?authuser=0&hl=en&rclk=1,"Prime steaks, burgers, salads & desserts, plus beer & wine, in an easygoing venue with a courtyard.",Moderately expensive,,http://marais.paris/?page_id=37,,,True,,
Comptoir de la Gastronomie,"34 Rue Montmartre, 75001 Paris, France",Paris,75001,France,+33142333132,,,http://www.comptoirdelagastronomie.com/,,,"French restaurant, Cold cut store, Gift shop, Gourmet grocery store, Foie gras producer, Wine store",4.4,2746,"Friday 9 AM–11 PM, Saturday 9 AM–11 PM, Sunday Closed, Monday 9 AM–7 PM, Tuesday 9 AM–10:30 PM, Wednesday 9 AM–10:30 PM, Thursday 9 AM–11 PM",False,False,48.8645528,2.345431,https://www.google.com/maps/place/Comptoir%2Bde%2Bla%2BGastronomie/data=!4m6!3m5!1s0x47e66e1876f3051d:0x97f722c0141587e3!8m2!3d48.86455!4d2.34543!19sChIJHQXzdhhu5kcR44cVFMAi95c?authuser=0&hl=en&rclk=1,,Moderately expensive,,,,,True,,
Ducasse sur Seine,"19 Port Debilly, 75116 Paris, France",Paris,75116,France,+33158002208,,,https://www.ducasse-seine.com/,,,"Boat tour agency, Cruise agency, Fine dining restaurant, French restaurant, Restaurant",4.6,1416,"Friday 7–10:30 PM, Saturday 12–2:30 PM 7–10:30 PM, Sunday 12–2:30 PM 7–10:30 PM, Monday 7–10:30 PM, Tuesday 7–10:30 PM, Wednesday 7–10:30 PM, Thursday 7–10:30 PM",False,False,48.8605363,2.2918296,https://www.google.com/maps/place/Ducasse%2Bsur%2BSeine/data=!4m6!3m5!1s0x47e66f86f1fd9da7:0x925a5c8e7823fd34!8m2!3d48.86054!4d2.29183!19sChIJp5398YZv5kcRNP0jeI5cWpI?authuser=0&hl=en&rclk=1,,,,https://reservation.ducasse-seine.com/,,,True,,
Reyna,"41 Rue de Montreuil, 75011 Paris, France",Paris,75011,France,+33140090682,,,https://www.reyna.paris/,,,Asian fusion restaurant,4.6,591,"Friday 7–11:30 PM, Saturday 7–11:30 PM, Sunday Closed, Monday 7–11:30 PM, Tuesday 7–11:30 PM, Wednesday 7–11:30 PM, Thursday 7–11:30 PM",False,False,48.8504979,2.3879234,https://www.google.com/maps/place/Reyna/data=!4m6!3m5!1s0x47e673bbab5c37df:0x95af08eae996e7d!8m2!3d48.8505!4d2.38792!19sChIJ3zdcq7tz5kcRfW6Zro7wWgk?authuser=0&hl=en&rclk=1,,,,https://bookings.zenchef.com/results?rid=357947&pid=1001,,,True,,
Semilla,"54 Rue de Seine, 75006 Paris, France",Paris,75006,France,+33143543450,,,http://www.semillaparis.com/,,,Modern French restaurant,4.5,833,"Friday 7–10:30 PM, Saturday 12:30–2:30 PM 7–10:30 PM, Sunday 12:30–2:30 PM 7–10:30 PM, Monday Closed, Tuesday Closed, Wednesday 7–10:30 PM, Thursday 7–10:30 PM",False,False,48.854118299999996,2.3368935,https://www.google.com/maps/place/Semilla/data=!4m6!3m5!1s0x47e671d8e3da5061:0xf88a0426fa601e07!8m2!3d48.85412!4d2.33689!19sChIJYVDa49hx5kcRBx5g-iYEivg?authuser=0&hl=en&rclk=1,"Contemporary, intricate French cuisine with Mediterranean accents amid exposed ducts & brickwork.",Expensive,,,,,True,,
Café du coin,"9 Rue Camille Desmoulins, 75011 Paris, France",Paris,75011,France,+33148048246,,,https://www.instagram.com/cafe_du_coin/?hl=fr,,,"Restaurant, Bar, French restaurant",4.4,756,"Thursday 8 AM–2 AM, Friday 8 AM–2 AM, Saturday 10 AM–2 AM, Sunday 10 AM–2 AM, Monday 8 AM–2 AM, Tuesday 8 AM–2 AM, Wednesday 8 AM–2 AM",False,False,48.8590628,2.3810385999999997,https://www.google.com/maps/place/Caf%C3%A9%2Bdu%2Bcoin/data=!4m6!3m5!1s0x47e66df71ebff5a1:0xc4c3828d03272ed2!8m2!3d48.85906!4d2.38104!19sChIJofW_Hvdt5kcR0i4nA42Cw8Q?authuser=0&hl=en&rclk=1,"Upscale Mediterranean dishes pair with wine & apéritifs in a light-filled, stylish space.",Moderately expensive,,,,,True,,
Le 217 Brasserie Restaurant,"217 Av. Daumesnil, 75012 Paris, France",Paris,75012,France,+33954257570,,,,,,"Restaurant, French restaurant, Brasserie",4.7,1144,"Friday 12–4 PM 7–11 PM, Saturday 12–4 PM 7–11 PM, Sunday 12–4 PM 7–11 PM, Monday Closed, Tuesday 12–4 PM 7–11 PM, Wednesday 12–4 PM 7–11 PM, Thursday 12–4 PM 7–11 PM",False,False,48.8385093,2.3991268999999997,https://www.google.com/maps/place/Le%2B217%2BBrasserie%2BRestaurant/data=!4m6!3m5!1s0x47e672689e3e1c11:0xfcbc6045189b5ed8!8m2!3d48.83851!4d2.39913!19sChIJERw-nmhy5kcR2F6bGEVgvPw?authuser=0&hl=en&rclk=1,,Moderately expensive,,,,,True,,
Le Beef,"33 Rue des Rosiers, 75004 Paris, France",Paris,75004,France,+33981349179,,,http://beef.fr/,,,"Chophouse restaurant, American restaurant, Bar, Bistro, Carvery, Family restaurant, French restaurant, Meat dish restaurant, Restaurant, Brasserie",4.3,2733,"Friday 11 AM–3 PM 6 PM–1 AM, Saturday 11 AM–1 AM, Sunday 11 AM–12 AM, Monday 11 AM–3 PM 6–11:30 PM, Tuesday 11 AM–3 PM 6–11:30 PM, Wednesday 11 AM–3 PM 6–11:30 PM, Thursday 11 AM–11:30 PM",False,False,48.8578049,2.3579982,https://www.google.com/maps/place/Le%2BBeef/data=!4m6!3m5!1s0x47e66fad4d0efb4b:0x2954b009c34ae998!8m2!3d48.8578!4d2.358!19sChIJS_sOTa1v5kcRmOlKwwmwVCk?authuser=0&hl=en&rclk=1,,Moderately expensive,,https://bookings.zenchef.com/results?rid=354186&pid=1001,,,True,,
Chez Gabrielle,"7 Rue de l'Étoile, 75017 Paris, France",Paris,75017,France,+33143802301,,,https://www.chezgabrielle.fr/,,,"French restaurant, Bar, Fine dining restaurant",4.7,972,"Friday 12–2:30 PM 7–10 PM, Saturday Closed, Sunday Closed, Monday 12–2:30 PM 7–10 PM, Tuesday 12–2:30 PM 7–10 PM, Wednesday 12–2:30 PM 7–10 PM, Thursday 12–2:30 PM 7–10 PM",False,False,48.876737,2.296148,https://www.google.com/maps/place/Chez%2BGabrielle/data=!4m6!3m5!1s0x47e66feb5060d253:0x19819a28e33d3120!8m2!3d48.87674!4d2.29615!19sChIJU9JgUOtv5kcRIDE94yiagRk?authuser=0&hl=en&rclk=1,"Foie gras, tartare, mussels & steak, plus a robust wine list, at a chic venue with a terrace.",Moderately expensive,,,,,True,,
L'Oiseau Blanc,"19 Av. Kléber, 75116 Paris, France",Paris,75116,France,+33158126730,,,https://www.peninsula.com/en/paris/hotel-fine-dining/french-rooftop-loiseau-blanc,,,"Fine dining restaurant, French restaurant",4.6,1350,"Friday 12–2 PM 7–10 PM, Saturday 12–2 PM 7–10 PM, Sunday 12–2 PM 7–10 PM, Monday 12–2 PM 7–10 PM, Tuesday 12–2 PM 7–10 PM, Wednesday 12–2 PM 7–10 PM, Thursday 12–2 PM 7–10 PM",False,False,48.8707437,2.2933136999999997,https://www.google.com/maps/place/L%27Oiseau%2BBlanc/data=!4m6!3m5!1s0x47e66feeeb937465:0xa05202968a1c26db!8m2!3d48.87074!4d2.29331!19sChIJZXST6-5v5kcR2yYcipYCUqA?authuser=0&hl=en&rclk=1,Elegant rooftop venue with Eiffel Tower views offering gourmet seasonal dishes & a robust wine list.,Very expensive,,https://www.sevenrooms.com/reservations/loiseaublanc,,,True,,
Boutary,"25 Rue Mazarine, 75006 Paris, France",Paris,75006,France,+33143436910,,,http://www.boutary-restaurant.com/,,,French restaurant,4.8,862,"Friday 12:30–2 PM 7–11:30 PM, Saturday 7–11:30 PM, Sunday Closed, Monday Closed, Tuesday 7–11:30 PM, Wednesday 12:30–2 PM 7–11:30 PM, Thursday 12:30–2 PM 7–11:30 PM",False,False,48.8549894,2.3380174,https://www.google.com/maps/place/Boutary/data=!4m6!3m5!1s0x47e671d8c884c8dd:0x693328ac34355a3d!8m2!3d48.85499!4d2.33802!19sChIJ3ciEyNhx5kcRPVo1NKwoM2k?authuser=0&hl=en&rclk=1,"Intimate contemporary dining room offering sophisticated tasting menus, caviar & champagne.",Expensive,,http://www.boutary-restaurant.com/reservation_fr/,,,True,,
Il était un square,"54 Rue Corvisart, 75013 Paris, France",Paris,75013,France,+33143376807,,,http://www.iletaitunsquare.com/,,,"Hamburger restaurant, French restaurant",4.8,2456,"Friday 12–3 PM 7–9:45 PM, Saturday 12–3 PM 7–9:45 PM, Sunday Closed, Monday 12–3 PM 7–9:45 PM, Tuesday 12–3 PM 7–9:45 PM, Wednesday 12–3 PM 7–9:45 PM, Thursday 12–3 PM 7–9:45 PM",False,False,48.8309972,2.3480279,https://www.google.com/maps/place/Il%2B%C3%A9tait%2Bun%2Bsquare/data=!4m6!3m5!1s0x47e67194008044c1:0xce62821fe36fd186!8m2!3d48.831!4d2.34803!19sChIJwUSAAJRx5kcRhtFv4x-CYs4?authuser=0&hl=en&rclk=1,"Burgers & tartare from traditionally bred beef, plus homemade fries & mayo, in a convivial bistro.",Moderately expensive,,,,,True,,
Baieta - Restaurant Paris,"5 Rue de Pontoise, 75005 Paris, France",Paris,75005,France,+33142025919,,,http://www.restaurant-baieta-paris.fr/,,,"Haute French restaurant, Mediterranean restaurant",4.4,668,"Friday 12–2:15 PM 7–10:15 PM, Saturday 12–2:15 PM 7–10:15 PM, Sunday Closed, Monday Closed, Tuesday 12–2:15 PM 7–10:15 PM, Wednesday 12–2:15 PM 7–10:15 PM, Thursday 12–2:15 PM 7–10:15 PM",False,False,48.8501166,2.3523749,https://www.google.com/maps/place/Baieta%2B-%2BRestaurant%2BParis/data=!4m6!3m5!1s0x47e671e46228bfff:0xab60769f6632e0e1!8m2!3d48.85012!4d2.35237!19sChIJ_78oYuRx5kcR4eAyZp92YKs?authuser=0&hl=en&rclk=1,,,,http://www.restaurant-baieta-paris.fr/,,,True,,
Restaurant H,"13 Rue Jean Beausire, 75004 Paris, France",Paris,75004,France,+33143488096,,,https://www.restauranth.com/,,,"Restaurant, Fine dining restaurant",4.7,578,"Friday 7–9:30 PM, Saturday 7–9:30 PM, Sunday Closed, Monday Closed, Tuesday 7–9:30 PM, Wednesday 7–9:30 PM, Thursday 7–9:30 PM",False,False,48.8545233,2.368052,https://www.google.com/maps/place/Restaurant%2BH/data=!4m6!3m5!1s0x47e672001579e543:0x6840c63de8dddf45!8m2!3d48.85452!4d2.36805!19sChIJQ-V5FQBy5kcRRd_d6D3GQGg?authuser=0&hl=en&rclk=1,Sophisticated choice with a set menu spotlighting reimagined local cuisine paired with wine.,Expensive,,,,,True,,
Le 975,"185 Rue Marcadet, 75018 Paris, France",Paris,75018,France,+33954957158,,,http://le975.com/,,,"French restaurant, Haute French restaurant, Restaurant",4.8,1047,"Friday 12–2 PM 7:30–9:45 PM, Saturday Closed, Sunday Closed, Monday 12–2 PM 7:30–9:45 PM, Tuesday 12–2 PM 7:30–9:45 PM, Wednesday 12–2 PM 7:30–9:45 PM, Thursday 12–2 PM 7:30–9:45 PM",False,False,48.8915292,2.3353172,https://www.google.com/maps/place/Le%2B975/data=!4m6!3m5!1s0x47e66fab7e771809:0xccabf3c34ece5558!8m2!3d48.89153!4d2.33532!19sChIJCRh3fqtv5kcRWFXOTsPzq8w?authuser=0&hl=en&rclk=1,"Tasting menus of inventive global dishes, in a tiny, pared-down bistro with full-length windows.",Moderately expensive,,https://bookings.zenchef.com/results?rid=358513,,,True,,
Le Sens Unique,"47 Rue de Ponthieu, 75008 Paris, France",Paris,75008,France,+33143597677,,,https://www.restaurant-lesensunique.paris/,,,"French restaurant, Bistro, Brasserie",4.5,1176,"Friday 12–3:45 PM 5:15–10 PM, Saturday Closed, Sunday Closed, Monday 12–3:45 PM 5:15–10 PM, Tuesday 12–3:45 PM 5:15–10 PM, Wednesday 12–3:45 PM 5:15–10 PM, Thursday 12–3:45 PM 5:15–10 PM",False,False,48.871506,2.306402,https://www.google.com/maps/place/Le%2BSens%2BUnique/data=!4m6!3m5!1s0x47e66fc407003ad3:0xbe05b3033637ad2a!8m2!3d48.87151!4d2.3064!19sChIJ0zoAB8Rv5kcRKq03NgOzBb4?authuser=0&hl=en&rclk=1,"Chic restaurant with a wine bar serving high-end meals & drinks in plush, brick-lined surroundings.",Moderately expensive,,http://www.restaurant-lesensunique.paris/fr/reserver-une-table-restaurant-paris-8,,,True,,
Restaurant 52,"52 Rue du Faubourg Saint-Denis, 75010 Paris, France",Paris,75010,France,+33148009588,,,http://www.faubourgstdenis.com/,,,French restaurant,4.3,1348,"Friday 8 AM–12 AM, Saturday 9 AM–12 AM, Sunday 9 AM–12 AM, Monday 8 AM–12 AM, Tuesday 8 AM–12 AM, Wednesday 8 AM–12 AM, Thursday 8 AM–12 AM",False,False,48.8720295,2.3540882,https://www.google.com/maps/place/Restaurant%2B52/data=!4m6!3m5!1s0x47e66e13ccf91983:0x71b544115be3548c!8m2!3d48.87203!4d2.35409!19sChIJgxn5zBNu5kcRjFTjWxFEtXE?authuser=0&hl=en&rclk=1,"Informal establishment with a terrace serving upscale, innovative cuisine amid minimalist surrounds.",Moderately expensive,,,,,True,,
Apicius,"20 Rue d'Artois, 75008 Paris, France",Paris,75008,France,+33143801966,,,https://restaurant-apicius.com/,,,"Haute French restaurant, French restaurant, Lounge",4.4,799,"Friday 12:30–2 PM 7:30–10 PM, Saturday Closed, Sunday Closed, Monday 12:30–2 PM 7:30–10 PM, Tuesday 12:30–2 PM 7:30–10 PM, Wednesday 12:30–2 PM 7:30–10 PM, Thursday 12:30–2 PM 7:30–10 PM",False,False,48.873743,2.3078529999999997,https://www.google.com/maps/place/Apicius/data=!4m6!3m5!1s0x47e66fc6c812aa61:0x4f8704e3542b5901!8m2!3d48.87374!4d2.30785!19sChIJYaoSyMZv5kcRAVkrVOMEh08?authuser=0&hl=en&rclk=1,"High-concept dishes offered in a luxurious fine dining destination with a spacious, leafy terrace.",Very expensive,,www.sevenrooms.com/reservations/apicius,,,True,,
Paris Follie's,"74 Av. Kléber, 75116 Paris, France",Paris,75116,France,+33183563818,,,https://instagram.com/paris_follies?igshid=YmMyMTA2M2Y=,,,French restaurant,4.3,1987,"Friday 8 AM–12 AM, Saturday 9 AM–12 AM, Sunday 9 AM–12 AM, Monday 8 AM–12 AM, Tuesday 8 AM–12 AM, Wednesday 8 AM–12 AM, Thursday 8 AM–12 AM",False,False,48.867449799999996,2.2901347999999997,https://www.google.com/maps/place/Paris%2BFollie%27s/data=!4m6!3m5!1s0x47e66ff0747aa823:0xdc09a14eb6a00977!8m2!3d48.86745!4d2.29013!19sChIJI6h6dPBv5kcRdwmgtk6hCdw?authuser=0&hl=en&rclk=1,"Steaks, burgers, salads & French standards at an unassuming bistro with a sidewalk terrace.",Moderately expensive,,,,,True,,
Moustache,"3 Rue Sainte-Beuve, 75006 Paris, France",Paris,75006,France,+33142225665,,,http://www.moustache-restaurant.com/,,,French restaurant,4.6,310,"Friday 11 AM–2 PM 7:30–10:30 PM, Saturday 7:30–10:30 PM, Sunday Closed, Monday Closed, Tuesday 11 AM–2 PM 7:30–10:30 PM, Wednesday 11 AM–2 PM 7:30–10:30 PM, Thursday 11 AM–2 PM 7:30–10:30 PM",False,False,48.844176399999995,2.3298446,https://www.google.com/maps/place/Moustache/data=!4m6!3m5!1s0x47e671cfa93aaed7:0x4f89d41634ad6617!8m2!3d48.84418!4d2.32984!19sChIJ1646qc9x5kcRF2atNBbUiU8?authuser=0&hl=en&rclk=1,,Moderately expensive,,https://www.moustache-restaurant.com/,,,True,,
114 Faubourg,"114 Rue du Faubourg Saint-Honoré, 75008 Paris, France",Paris,75008,France,+33153434444,,,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/114-faubourg/?utm_source=google&utm_medium=local&utm_campaign=114-faubourg,,,"Fine dining restaurant, Restaurant, Brasserie",4.7,382,"Friday 12–2 PM 7–10 PM, Saturday 7–10 PM, Sunday 7–10 PM, Monday 12–2 PM 7–10 PM, Tuesday 12–2 PM 7–10 PM, Wednesday 12–2 PM 7–10 PM, Thursday 12–2 PM 7–10 PM",False,False,48.8718383,2.3144701999999997,https://www.google.com/maps/place/114%2BFaubourg/data=!4m6!3m5!1s0x47e66fcf2c7513e3:0x1de6b8ae74814af2!8m2!3d48.87184!4d2.31447!19sChIJ4xN1LM9v5kcR8kqBdK645h0?authuser=0&hl=en&rclk=1,Elevated dishes & tasting menus in a chic brasserie with plush seats & bold floral wall prints.,Very expensive,,,,,True,,
Alliance,"5 Rue de Poissy, 75005 Paris, France",Paris,75005,France,+33175515754,,,http://www.restaurant-alliance.fr/,,,"Haute French restaurant, French restaurant",4.8,671,"Friday 12–3 PM 7:30–10:30 PM, Saturday Closed, Sunday Closed, Monday 12–3 PM 7:30–10:30 PM, Tuesday 12–3 PM 7:30–10:30 PM, Wednesday 12–3 PM 7:30–10:30 PM, Thursday 12–3 PM 7:30–10:30 PM",False,False,48.8499163,2.3533113,https://www.google.com/maps/place/Alliance/data=!4m6!3m5!1s0x47e671e493a76779:0x535af33685a58446!8m2!3d48.84992!4d2.35331!19sChIJeWenk-Rx5kcRRoSlhTbzWlM?authuser=0&hl=en&rclk=1,Innovative restaurant serving creative tasting menus with locally sourced ingredients.,Very expensive,,https://www.restaurant-alliance.fr/reservation/,,,True,,
Restaurant Pantagruel Paris,"24 Rue du Sentier, 75002 Paris, France",Paris,75002,France,+33173747728,,,https://www.restaurant-pantagruel.com/,,,"Haute French restaurant, French restaurant",4.7,999,"Friday 12:15–1:30 PM 7:30–9 PM, Saturday Closed, Sunday Closed, Monday 12:15–1:30 PM 7:30–9 PM, Tuesday 12:15–1:30 PM 7:30–9 PM, Wednesday 12:15–1:30 PM 7:30–9 PM, Thursday 12:15–1:30 PM 7:30–9 PM",False,False,48.8696937,2.3462161999999998,https://www.google.com/maps/place/Restaurant%2BPantagruel%2BParis/data=!4m6!3m5!1s0x47e66f4454c90277:0x17844c21543309cc!8m2!3d48.86969!4d2.34622!19sChIJdwLJVERv5kcRzAkzVCFMhBc?authuser=0&hl=en&rclk=1,"Understatedly elegant restaurant serving haute cuisine, including a 7-part tasting menu at dinner.",,,https://www.restaurant-pantagruel.com/reservation,,,True,,
HEBE restaurant - Paris,"15 Rue Frédéric Sauton, 75005 Paris, France",Paris,75005,France,+33146340891,,,https://www.heberestaurant.com/,,,"Restaurant, French restaurant, Mediterranean restaurant, Small plates restaurant",4.6,1195,"Friday 12–2 PM 7–11 PM, Saturday 12–2:30 PM 7–11 PM, Sunday 12–2:30 PM 7–11 PM, Monday 7–10:30 PM, Tuesday 12–2 PM 7–10:30 PM, Wednesday 12–2 PM 7–10:30 PM, Thursday 12–2 PM 7–10:30 PM",False,False,48.8507919,2.3490457,https://www.google.com/maps/place/HEBE%2Brestaurant%2B-%2BParis/data=!4m6!3m5!1s0x47e6714bb7a7db41:0x493087dffd0bb822!8m2!3d48.85079!4d2.34905!19sChIJQdunt0tx5kcRIrgL_d-HMEk?authuser=0&hl=en&rclk=1,"Refined, seasonal fish, meat & vegetarian dishes at a stylish restaurant with top-shelf wines.",,,https://hebe.zenchef.com/reserver-une-table/?_ga=2.100387294.1145434072.1542010534-1171690188.1510137045%3Ffthvcolor%3Dffffff&bghvcolor=313131&txtcolor=000000&rid=351961&1001,,,True,,
Alléno Paris,"8 Av. Dutuit, 75008 Paris, France",Paris,75008,France,+33153051000,,,https://www.yannick-alleno.com/les-etablissements-du-groupe/alleno-paris,,,"Fine dining restaurant, Haute French restaurant, Restaurant",4.6,109,"Friday 7 PM–12 AM, Saturday Closed, Sunday Closed, Monday 7 PM–12 AM, Tuesday 7 PM–12 AM, Wednesday 7 PM–12 AM, Thursday 7 PM–12 AM",False,False,48.8661356,2.3163359,https://www.google.com/maps/place/All%C3%A9no%2BParis/data=!4m6!3m5!1s0x47e66f6786bff8b7:0x3ad2cbedb11c298!8m2!3d48.86614!4d2.31634!19sChIJt_i_hmdv5kcRmMIR274srQM?authuser=0&hl=en&rclk=1,,,,https://www.yannick-alleno.com/les-etablissements-du-groupe/alleno-paris#section-reserver,,,True,,
Cacao Restaurant Paris,"5 Rue de Berri, 75008 Paris, France",Paris,75008,France,+33144075299,,,https://cacaorestaurant.fr/,,,African restaurant,4.5,12,"Thursday 6:30 PM–1 AM, Friday 6:30 PM–1 AM, Saturday 6:30 PM–1 AM, Sunday 6:30 PM–1 AM, Monday Closed, Tuesday Closed, Wednesday 6:30 PM–1 AM",False,False,48.872203999999996,2.3030494999999997,https://www.google.com/maps/place/Cacao%2BRestaurant%2BParis/data=!4m6!3m5!1s0x47e66f5fbf961e33:0x40fdcb85c8e4f357!8m2!3d48.8722!4d2.30305!19sChIJMx6Wv19v5kcRV_PkyIXL_UA?authuser=0&hl=en&rclk=1,,,,,,,True,,
Bollynan,"10 Bd Poissonnière, 75009 Paris, France",Paris,75009,France,+33982252657,,,https://www.bollynan.com/,,,"Modern Indian restaurant, Restaurant",4.7,6218,"Friday 11:30 AM–11:30 PM, Saturday 11:30 AM–11:30 PM, Sunday 11:30 AM–10:30 PM, Monday 11:30 AM–10:30 PM, Tuesday 11:30 AM–10:30 PM, Wednesday 11:30 AM–11 PM, Thursday 11:30 AM–11:30 PM",False,False,48.871083899999995,2.3469283,https://www.google.com/maps/place/Bollynan/data=!4m6!3m5!1s0x47e66e160b05be8b:0xe359226c6ef37be1!8m2!3d48.87108!4d2.34693!19sChIJi74FCxZu5kcR4XvzbmwiWeM?authuser=0&hl=en&rclk=1,"Curries, naan bread & lassis, with vegetarian options, dished up canteen-style in hip surrounds.",Inexpensive,,,,,True,,
